stop_id,short_stop_id,stop_name,stop_lat,stop_lon
8220DB000195,195,"Phibsborough, Constitution Hill",53.35501178,-6.27357098
8220DB000196,196,"Phibsborough, Broadstone Depot",53.3568839,-6.273750704
8220DB000197,197,Phibsboro Road (Monck Place),53.35895263,-6.273231374
8220DB000190,190,"Phibsborough, Broadstone Depot",53.35512573,-6.273371074
8220DB000191,191,"Phibsborough, Youth Club",53.35507685,-6.269376923
8220DB000192,192,"Phibsborough, Mountjoy Street",53.35639721,-6.26807647
8220DB000193,193,"Finglas, McKee Road",53.39119631,-6.294104035
8220DB000491,491,"Dublin City South, Lower Mount Street",53.33781405,-6.241333511
8220DB000198,198,"Phibsborough, Phibsboro Shopping Centre",53.36162538,-6.27283781
8220DB000199,199,"Phibsborough, Phibsboro Road",53.36362181,-6.272291246
8220DB000204,204,"Whitehall, Highfield Hospital",53.37958836,-6.246662193
8220DB000205,205,"Whitehall (Dublin City), Swords Road",53.38137533,-6.245326047
8220DB000206,206,"Whitehall, Collins Avenue West ( Larkhill Road)",53.38354609,-6.247476708
8220DB000207,207,"Whitehall, Larkhill Road",53.38482163,-6.249874783
8220DB000200,200,"Glasnevin, Prospect Way",53.36742269,-6.271596444
8220DB000201,201,"Glasnevin, Botanic Road",53.3682911,-6.270118627
8220DB000202,202,"Glasnevin, Fairfield Road",53.37008009,-6.268903978
8220DB000203,203,"Drumcondra, Whitehall Garda Station",53.37639279,-6.250010028
8220DB000752,752,"Dublin City South, Upper Baggot Street",53.33367165,-6.24446202
8220DB000753,753,"Dublin City South, Saint Martins House",53.33245339,-6.243521055
8220DB000750,750,"Dublin City South, Lower Baggot Street",53.33657108,-6.248487503
8220DB000751,751,"Dublin City South, Baggot Street Lower",53.33532055,-6.246571636
8220DB000208,208,"Whitehall, Glendun Road",53.38665393,-6.247950408
8220DB000209,209,"Whitehall, Glentow Estate",53.38727111,-6.245910447
8220DB000754,754,"Dublin City South, Waterloo Road (Burlington Road)",53.33078378,-6.244280327
8220DB000755,755,"Dublin City South, Waterloo Road (Wellington Lane)",53.32882805,-6.245141368
8250DB004128,4128,Woodbrook Golf Club,53.21592353,-6.119437408
8250DB007584,7584,"Stillorgan, Stillorgan Park",53.29013296,-6.192726647
8220DB000490,490,"Beggar'S Bush, Northumberland Road",53.33662663,-6.238829548
8250DB004121,4121,The Scalp Wood,53.22020605,-6.181654959
8250DB004122,4122,Kilternan Sports Hotel,53.22339,-6.181789644
8250DB004123,4123,"Enniskerry Rd, Garden Centre",53.22886414,-6.185931546
8250DB004124,4124,"Shankill, Claremount Estate",53.22783032,-6.124382846
8250DB004125,4125,Shanganagh Castle,53.22343165,-6.12360158
8250DB004126,4126,Shanganagh Cemetery,53.22218317,-6.121948811
8250DB004127,4127,Crinken Church,53.2187787,-6.119806509
8230DB004865,4865,"Templeogue, Rossmore Drive",53.29616632,-6.321402312
8230DB004864,4864,"Templeogue, Rossmore Road (The Watercourse)",53.29745198,-6.320151676
8230DB004863,4863,"Templeogue, Orwell Road",53.29930304,-6.319478889
8230DB004862,4862,"Templeogue, Orwell Road",53.29920507,-6.319542749
8230DB004861,4861,"Templeogue, Rossmore Road",53.29663926,-6.321158728
8230DB001135,1135,"Rathfarnham, Marian Road",53.29344271,-6.297297012
8220DB007293,7293,"Terenure, Rathfarnham Road",53.30616124,-6.283525796
8230DB004869,4869,"Knocklyon, Orlagh Park",53.27911454,-6.318756507
8220DB000993,993,"Kilmore, Auldan Grange Estate",53.3977026,-6.229225175
8230DB003896,3896,"Lucan, Department of Agricultutre and Forestry",53.34688779,-6.49466188
8230DB003895,3895,"Leixlip, Weston Airport",53.34877518,-6.490389683
8220DB00089,89,"Whitehall (Dublin City), Griffith Avenue (Lambay Road)",53.37802712,-6.26159215
8230DB003892,3892,"Leixlip, Weston Estate",53.35614019,-6.4751515
8230DB003891,3891,"Lucan, Woodview Heights",53.35194187,-6.463163987
8230DB003890,3890,"Lucan, Dodsboro Road",53.35068928,-6.464305587
8230DB001109,1109,"Greenhills, Limekiln Road (Mountdown Park)",53.30445188,-6.325773907
8230DB001108,1108,"Greenhills, Saint Peter's School",53.30456897,-6.328995436
8220DB007340,7340,"Dublin City South, Wilton Terrace",53.33291528,-6.251099814
8230DB001102,1102,"Greenhills, Limekiln Park",53.30438927,-6.326436581
8230DB001101,1101,"Greenhills, Limekiln Road",53.30472288,-6.322672228
8220DB007615,7615,"Rotunda, Rotunda Hospital",53.35250814,-6.263937829
8230DB001107,1107,"Greenhills, Limekiln Road (Limekiln Ave)",53.30443255,-6.332091816
8230DB001105,1105,"Greenhills, Greenhills College",53.30711319,-6.334178203
8220DB007611,7611,Irish Rail Building North Wall Quay,53.34734131,-6.236450249
8230DB002454,2454,"Greenhills, Saint James's Road (St.Conleth's Rd)",53.31264652,-6.332011698
8230DB002455,2455,"Greenhills, St.James's Rd (St.Brenda's Crescent)",53.3116408,-6.337228544
8230DB002456,2456,"Greenhills, St. James's Road (St. Killian's Ave)",53.31002989,-6.33966227
8230DB002457,2457,"Greenhills, St.James's Road (Limekiln Avenue)",53.30727977,-6.337097907
8220DB000270,270,"Dublin, Upper O'Connell Street",53.35062339,-6.260424292
8250DB003132,3132,"Ballybrack, Shanganagh Vale",53.25271382,-6.142972818
8250DB003133,3133,"Ballybrack, Garrison Mews",53.25038947,-6.14090044
8250DB003130,3130,"Ballybrack, Bray Road (opp Kilbogget Park)",53.25860364,-6.146015318
8250DB003131,3131,"Ballybrack, Bray Road (opp Kilbogget Park)",53.255517,-6.145204556
8230DB002458,2458,"Greenhills, St.James's Road (Limekiln Avenue)",53.30719119,-6.337191386
8230DB002459,2459,"Greenhills, St. James's Road (St. Killian's Ave)",53.31035955,-6.339454382
8250DB003134,3134,"Loughlinstown, Bray Road",53.2469068,-6.136031335
8230DB002109,2109,"Tallaght, Knockmeenagh Lane",53.31501125,-6.381658532
8230DB001323,1323,"Rathfarnham, Grange Road (St. Edna's Drive)",53.28908058,-6.282680679
8230DB001322,1322,"Rathfarnham, Grange Park Estate",53.2907131,-6.282450189
8230DB001321,1321,"Rathfarnham, Loretto Convent",53.29246197,-6.282185009
8230DB001320,1320,"Rathfarnham, Grange Road (Nutgrove Avenue)",53.29446542,-6.280874469
8230DB001327,1327,Grange Road (Tara Hill Road),53.29119071,-6.282536031
8230DB001326,1326,"Rathfarnham, Grange Road (St. Edna's Drive)",53.28880513,-6.282901724
8230DB001325,1325,"Rathfarnham, Grange Road (Sarah Curran Avenue)",53.286533,-6.282407884
8230DB001324,1324,"Rathfarnham, Grange Road (Sarah Curran Avenue)",53.28724891,-6.282814142
8240DB003768,3768,"Lusk, Outside Train Station",53.52162269,-6.145814064
8240DB003769,3769,"Rush, Lusk Road (Bishop Land)",53.52050216,-6.138487987
8230DB001329,1329,"Rathfarnham, Saint Mary's Boys School",53.29496692,-6.281994472
8230DB001328,1328,"Rathfarnham, Loretto Convent",53.29220384,-6.282360377
8240DB001814,1814,"Blanchardstown, Main Street Blanchardstown (Ramor Park)",53.38756181,-6.378997886
8240DB001816,1816,"Corduff (Fingal), Roundabout Waterville Row",53.39308998,-6.378381821
8240DB001817,1817,"Corduff, Corduff Estate (Corduff Crescent)",53.39605298,-6.374855708
8220DB002918,2918,"Terenure, Bushy Park Road",53.30737142,-6.280806135
8240DB001813,1813,"Blanchardstown, Blanchardstown Village (near junction River Road)",53.38567975,-6.374108313
8220DB002916,2916,"Rathgar, Victoria Road",53.30763729,-6.274942975
8220DB002917,2917,"Terenure, Meadowbank Estate",53.30748702,-6.277605149
8220DB002914,2914,"Rathgar, Stratford Estate",53.31095519,-6.273788674
8220DB002915,2915,"Rathgar, Zion Road",53.30940796,-6.273701034
8220DB002912,2912,"Temple Bar, Parliament Street",53.34463048,-6.267366938
8240DB001819,1819,"Corduff, Corduff Estate (Blackcourt Avenue)",53.39963299,-6.374403466
8220DB002910,2910,"Ballyfermot, Spiddal Road",53.34106599,-6.371646266
8220DB002911,2911,"Parkwest, Cherry Orchard Park",53.33874407,-6.373401629
8240DB000720,720,"Sutton, Duncarraig",53.38194056,-6.097425848
8230DB005022,5022,"Citywest, Lake Drive",53.29338046,-6.422829286
8230DB005023,5023,"Oldbawn, Cushlawn Avenue",53.27570205,-6.373397294
8230DB005024,5024,"Oldbawn, Kiltipper Way",53.27072721,-6.371097301
8230DB004689,4689,"Ronanstown, Glenfield Estate",53.3476992,-6.405594414
8230DB004688,4688,"Ronanstown, Fonthill Road",53.35040934,-6.404607022
8220DB002260,2260,"East Wall, Church Road",53.35177851,-6.23503526
8220DB002261,2261,"East Wall, Church Court Estate",53.35263855,-6.232415894
8220DB002262,2262,"East Wall, Merchants Road",53.3535229,-6.226595602
8220DB002264,2264,"Tolka Quay, Dublin Graving Docks",53.35113565,-6.222608796
8220DB002265,2265,"Tolka Quay, Alexandra Road (Branch Road)",53.35104978,-6.219863392
8230DB002370,2370,"Kilnamanagh, Greenhills Road (Park View)",53.30086761,-6.353026068
8220DB002269,2269,"Tolka Quay, Breakwater Road South",53.35030776,-6.203340628
8250DB005051,5051,"Ballinteer, Brehon Field Road",53.273558,-6.259746786
8230DB002213,2213,"Palmerston, Liffey Valley",53.35571356,-6.391984898
8230DB002210,2210,"Palmerston, Palmerstown Cemetery",53.35239183,-6.378319895
8230DB002211,2211,"Palmerston, Palmerstown Avenue",53.35395878,-6.374579915
8230DB002216,2216,"Ballyowen, Lucan Road",53.35886528,-6.415949824
8220DB007438,7438,"Dolphins Barn, Herberton Road",53.33193621,-6.297746089
8230DB002214,2214,"Liffey Valley, Clarion Hotel",53.35609004,-6.399932976
8230DB002215,2215,"Ballyowen, Saint Loman's Hospital",53.35830925,-6.409284829
8230DB002218,2218,"Ballyowen, Lucan Road (Roselawn Estate)",53.35967652,-6.43246151
8220DB007439,7439,"Drimnagh, Herberton Drive",53.33236226,-6.297999392
8230DB002374,2374,"Nangor, Deansrath (New Nangor Road)",53.32152113,-6.422782378
8220DB001200,1200,"Coolock, Chanel College",53.38696265,-6.201030489
8230DB002238,2238,"Palmerstown, Slip Road at Liffey Valley",53.35776044,-6.405203805
8220DB000074,74,"Cabra, Faussagh Avenue (Church)",53.36720024,-6.295498814
8230DB002946,2946,"Rathfarnham, Willbrook Road (near Whitechurch Road)",53.29451285,-6.287293306
8230DB002351,2351,"Tallaght, Maplewood Estate",53.28320557,-6.384525449
8220DB006361,6361,"Poppintree, Jamestown Road",53.4059486,-6.291799118
8250DB003017,3017,"Goatstown, Goatstown Road (Farmhill Road)",53.29433993,-6.231118751
8220DB006363,6363,"Poppintree, Hampton Wood",53.40614521,-6.287955788
8220DB006362,6362,"Poppintree, Mayeston Hall",53.40650063,-6.289550914
8220DB002688,2688,"Ballyfermot, Ballyfermot Road (Blackditch Road)",53.34346351,-6.368190708
8220DB004458,4458,"Cabra, Blackhorse Avenue (Skreen Road)",53.36045005,-6.308118695
8240DB003676,3676,"Rathingle, Dublin Road (Boroimhe)",53.44678249,-6.228358451
8350DB004297,4297,"County Wicklow, Redford Bridge",53.15561688,-6.082641851
8350DB004296,4296,"Greystones, Rathdown Road (Blacklion Manor)",53.15238344,-6.081679457
8350DB004295,4295,"Greystones, Redford Park",53.14965459,-6.079677983
8220DB002466,2466,"Crumlin, Scoil Colm",53.32065423,-6.306451176
8220DB002467,2467,"Crumlin, Health Centre",53.31923418,-6.303925628
8350DB004299,4299,"County Wicklow, Greystones Road (Windgate)",53.16291014,-6.085651968
8220DB002465,2465,"Crumlin, Armagh Road (Captain's Road)",53.31998846,-6.308939283
8220DB002462,2462,St.James's Road (St.Peter's Road),53.31382319,-6.330029732
8220DB002463,2463,"Walkinstown, Saint Peter's Road (Walkinstown Roundabout)",53.31530445,-6.331187624
8230DB002239,2239,"Liffey Valley, Kings Hospital",53.3561172,-6.391924632
8220DB002668,2668,"Ballyfermot, Community Centre",53.34298283,-6.363282972
8230DB002679,2679,Fonthill Road - Foxdene,53.34155623,-6.40797119
8220DB002664,2664,"Parkwest, Cherry Orchard Avenue",53.3356012,-6.365067246
8220DB002665,2665,"Parkwest, Cherry Orchard Avenue",53.33588036,-6.360521711
8220DB002666,2666,"Parkwest, Raheen Park",53.33779018,-6.360838887
8220DB002667,2667,"Ballyfermot, Clifden Road",53.34069763,-6.361808648
8220DB002660,2660,"Parkwest, Cherry Orchard Avenue",53.33577504,-6.360705943
8220DB002661,2661,"Parkwest, Cherry Orchard Avenue",53.33548606,-6.365191777
8220DB002662,2662,"Parkwest, Cherry Orchard Avenue (Croftwood)",53.33679352,-6.370097177
8220DB002663,2663,"Parkwest, Cherry Orchard Avenue (Croftwood)",53.336914,-6.370362879
8220DB004451,4451,"Sandymount, Strand Road #2",53.32593416,-6.20768288
8230DB004631,4631,"Ballyowen, Castle Road",53.34665041,-6.422711017
8240DB007738,7738,"The Grange (Dublin), Cappagh Road",53.4049085,-6.341053281
8220DB000079,79,"Cabra East, Cabra Road (Charleville Road)",53.36102125,-6.280795506
8220DB000078,78,"Cabra East, Cabra Road (near Annamoe Terrace)",53.36114922,-6.284065835
8250DB003042,3042,"Dun Laoghaire, De Vesci Terrace",53.29505493,-6.146237083
8350DB004589,4589,"Bray, Bray Business Park",53.1842399,-6.11608068
8260DB007565,7565,"Celbridge, Clane Road",53.34369619,-6.550477939
8230DB002170,2170,"Clondalkin, Saint John's Road West",53.31736221,-6.403378403
8230DB003413,3413,"Nangor, Baldonnell Road",53.31965262,-6.460001573
8230DB003412,3412,"Newcastle (South Dublin), Peamount Road (Nangor Road)",53.31965594,-6.461652573
8220DB005061,5061,"Kilmore, Dundaniel Road",53.39569652,-6.224872426
8230DB007177,7177,"Tallaght, Tynan Hall Park",53.30694505,-6.37278003
8230DB003417,3417,"Nangor, Grangecastle Golf Club",53.31834225,-6.435282677
8230DB003416,3416,"Nangor, Kilcarberry Park",53.31815327,-6.441443566
8230DB003415,3415,"Nangor, Grange Castle Golf Course",53.31854145,-6.445016768
8230DB003414,3414,"Clondalkin, Ballybane Pitch and Putt",53.32008134,-6.450769788
8220DB007591,7591,"Dublin, National Lottery Head Quarters",53.34889015,-6.256829774
8230DB003419,3419,"Nangor, Castlegrange Square",53.32037851,-6.424055379
8230DB003418,3418,"Nangor, Castlegrange Green",53.32003321,-6.427175252
8230DB007178,7178,"Tallaght, Tynan Hall Avenue",53.30702774,-6.372911938
8240DB001808,1808,"Castleknock, Navan Road",53.37924155,-6.354226659
8220DB000299,299,"Dublin, Liberty Hall",53.34825608,-6.255879303
8240DB004339,4339,"Malahide, Estuary Road",53.45268719,-6.183451712
8260DB003939,3939,"Celbridge, Backweston Laboratory",53.34461509,-6.506201342
8350DB004102,4102,"County Wicklow, Veterinary Clinic",53.18887336,-6.515616042
8350DB004101,4101,"County Wicklow, Blessington Road",53.18688358,-6.518228587
8350DB004100,4100,"County Wicklow, Veterinary Clinic",53.18873617,-6.515426245
8220DB001538,1538,"Finglas South, Finglas Road",53.38447414,-6.294793755
8250DB003048,3048,"Glasthule, Outside Train Station",53.28843609,-6.127038756
8250DB003049,3049,"Glasthule, Summerhill Road",53.2874061,-6.124413884
8250DB005016,5016,"Stepaside, Castlethorn Estate",53.26142583,-6.219705845
8250DB003502,3502,"Glencullen, Ballyedmonduff",53.24969315,-6.221916472
8260DB004002,4002,"Leixlip, Highfield Park",53.36409759,-6.496654685
8260DB004003,4003,"Leixlip, Alensgrove",53.35444673,-6.508276131
8260DB004000,4000,"Leixlip, Cooldrinagh Terrace",53.36053966,-6.478314833
8250DB002062,2062,"Galloping Green, Rocwood Estate",53.27902411,-6.186851925
8220DB001369,1369,"Kilmainham, South Circular Road (Mountshannon Road)",53.33886722,-6.30224552
8240DB004330,4330,"Swords, Pavilions Shopping Centre",53.45478587,-6.218357818
8240DB006348,6348,"Charlestown, Charlestown Centre",53.40350243,-6.302410113
8220DB001360,1360,"Leonard's Corner, South Circular Road (Clanbrassil St)",53.33198339,-6.276618278
8220DB001362,1362,"Leonard's Corner, National Stadium",53.33120396,-6.279907874
8220DB001363,1363,"Warrenmount, South Circular Road (Clogher Road)",53.33184593,-6.285167265
8220DB001365,1365,"Dolphins Barn, Dolphin's Barn Church",53.33290153,-6.290455313
8220DB001366,1366,"Rialto, Church Avenue South",53.33514987,-6.294314591
8220DB001367,1367,"Rialto, Rialto Parish Centre",53.33563931,-6.296487416
8240DB007125,7125,"Cloghran, Business Park",53.4082421,-6.357890472
8240DB007400,7400,Dublin Airport,53.42685562,-6.23926976
8260DB003936,3936,"Celbridge, Ballyoulster Estate",53.34202061,-6.518696847
8240DB001546,1546,"Tyrrelstown, Bishop's Orchard Boulevard",53.41934547,-6.382498281
8240DB003340,3340,"Mulhuddart, Littlepace Estate",53.40866795,-6.428945869
8240DB006117,6117,Malahide Road (Pavilions),53.45433449,-6.215816824
8240DB006110,6110,"Blanchardstown, Allendale Square",53.39069797,-6.430058832
8240DB006111,6111,"Blanchardstown, Allendale Square",53.39081119,-6.42978403
8240DB006112,6112,"Blanchardstown, Mount Symon Close",53.38926086,-6.421271295
8240DB006113,6113,"Blanchardstown, Lohunda Park",53.38752246,-6.412179833
8230DB007229,7229,"Nangor, Business Park Bus Terminus",53.33008893,-6.451082786
8220DB004502,4502,"Cabra East, Dowth Avenue",53.36333956,-6.282625479
8230DB007222,7222,Enterprise Centre,53.27727905,-6.378315913
8220DB001566,1566,"Glasnevin, Johnstown Park (Griffith Road)",53.38440742,-6.283867197
8220DB001567,1567,"Glasnevin, Johnstown Park",53.38401396,-6.280260022
8240DB002961,2961,"Castleknock, Woodview Park",53.37883318,-6.358511272
8220DB001560,1560,"Finglas, Roundabout McKee Avenue",53.39700754,-6.304548381
8220DB002774,2774,"Walkinstown, Walkinstown Avenue (Walkinstown Roundabout)",53.31826073,-6.334989874
8220DB001764,1764,"Clontarf, Black Heath Court",53.36589297,-6.19557704
8220DB001765,1765,"Clontarf, Blackheath Grove",53.36655142,-6.202281414
8220DB001767,1767,"Clontarf, Clontarf Castle",53.36382732,-6.205221053
8220DB001760,1760,"Dollymount, Seapark Road (Mount Prospect Avenue)",53.36597224,-6.187759622
8220DB001761,1761,Seapark Road (Seafield Road),53.3638374,-6.18804558
8220DB001762,1762,"Dollymount, Seafield Road East (Seafield Avenue)",53.36375119,-6.191249835
8220DB001763,1763,"Dollymount, Vernon Avenue",53.36440678,-6.195369375
8240DB000703,703,"Howth, Davos House",53.36613274,-6.074056576
8240DB000702,702,"Howth, Carrickbrack Road (Ceannchor Road)",53.36649333,-6.077466582
8240DB000701,701,"Howth, Sheilmartin Cottage",53.3670547,-6.079394904
8240DB000700,700,"Howth, Sheerwater",53.36946017,-6.084216037
8240DB000707,707,"Howth, Howth Summit",53.37248953,-6.058649902
8220DB001769,1769,"Raheny, Park Lawn",53.36888578,-6.181940286
8240DB000705,705,"Howth, Brackenhill House, Baily Lighthouse",53.36594827,-6.063215152
8240DB000704,704,"Howth, Stella Maris Convent",53.36671893,-6.066396101
8240DB000582,582,"Sutton, Howth Road",53.39095887,-6.0919865
8230DB004347,4347,"Tallaght, The Square Shopping Centre",53.28622205,-6.375007513
8220DB001584,1584,"Finglas South, Abbottstown Road",53.38988546,-6.315085482
8220DB001585,1585,"Finglas South, Church of the Annunciation",53.38876802,-6.312333145
8220DB001586,1586,"Finglas South, Colaiste Ide",53.38652504,-6.312617318
8220DB001587,1587,"Finglas South, Cardiffsbridge Road",53.38346643,-6.311791207
8230DB004344,4344,"Tallaght, The Square Shopping Centre",53.28584838,-6.37265193
8220DB001582,1582,"Finglas, Cappagh Hospital",53.39276988,-6.322053592
8220DB004890,4890,"Finglas, Sycamore Road (McKee Road)",53.39516758,-6.290862585
8230DB004342,4342,"Tallaght, The Square Shopping Centre",53.28610564,-6.373062114
8260DB007284,7284,"Ballymore Eustace, GAA club",53.12879027,-6.587443369
8220DB000521,521,"Ballybough, Fairview Park",53.36163705,-6.237978461
8220DB007423,7423,"Glasanaon Road, Glasaree Road",53.3856752,-6.288281232
8220DB007425,7425,"Glasnevin, Boundary wall",53.38887865,-6.292933788
8220DB007424,7424,"Glasnevin, Glasanaon Road (Ballygall Place)",53.38801173,-6.2920213
8220DB007427,7427,"Glasnevin, Glasanaon Road (Ballygall Place)",53.38779679,-6.29207501
8220DB007426,7426,"Glasnevin North, Ballygall Parade",53.38545638,-6.288064506
8220DB007428,7428,"Stop 7428, Glasanaon Road, Ballygall Rd West",53.38908976,-6.293241074
8220DB000523,523,"Fairview, Marino College Fairview",53.3642686,-6.231769161
8260DB007289,7289,"Ballymore Eustace, Main Street",53.13339975,-6.614865496
8220DB000522,522,"Fairview, Fairview Footbridge",53.36328895,-6.235415975
8260DB007288,7288,"Ballymore Eustace, Picnic area",53.1294302,-6.576274493
8240DB001216,1216,"Kinsealey, Fingal Cemetery",53.41032506,-6.178653887
8220DB007199,7199,"Edenmore, Blunden Drive",53.3966454,-6.182802179
8250DB002058,2058,"Deansgrange, Beech Park Avenue",53.27659623,-6.167385313
8250DB002059,2059,"Deansgrange, Kill Lane (Foxrock)",53.27517397,-6.170760108
8220DB000527,527,"Clontarf, Howth Road (St.Lawrence Road)",53.36801988,-6.212678881
8220DB007191,7191,"Ballymun, Balbutcher Lane Nth",53.40451122,-6.276214669
8250DB002053,2053,"Kill of The Grange, Abbey Park",53.28484623,-6.160297856
8220DB007192,7192,"Ballymun, Balbutcher Lane Nth",53.40382231,-6.275189708
8250DB002056,2056,"Deansgrange, Deansgrange Business Park",53.27947093,-6.162028443
8250DB002057,2057,"Deansgrange, Kill Lane (Foxrock Close)",53.27776207,-6.164876063
8250DB002054,2054,"Kill of The Grange, Rory O'Connor Park",53.28323854,-6.159212076
8250DB002055,2055,"Kill of The Grange, Abbey Road",53.28145994,-6.158118729
8350DB007363,7363,"Bray, Southern Cross Road (Killarney Road)",53.18172065,-6.131901935
8230DB004348,4348,"Tallaght, The Square Shopping Centre",53.28668164,-6.375095063
8220DB000488,488,"Dublin City South, Lansdowne Park",53.33309855,-6.236076947
8220DB000187,187,"Phibsborough, Phibsboro Road",53.36273425,-6.272447365
8220DB000186,186,"Glasnevin, Prospect Road",53.36535534,-6.271589978
8220DB000185,185,"Glasnevin, Botanic Road",53.36810094,-6.270021139
8220DB000184,184,"Glasnevin, Botanic Road,Cliftonville",53.36970368,-6.268979355
8220DB000183,183,"Glasnevin, Botanic Gardens",53.37231593,-6.268753185
8220DB000182,182,"Glasnevin, Meteorological Office",53.37564011,-6.269895917
8220DB000181,181,"Glasnevin, Old Finglas Road (Cremore Ave)",53.37714984,-6.274223707
8220DB007514,7514,"East Wall, Bargy Road",53.35432871,-6.230017404
8250DB003071,3071,"Dun Laoghaire, Dunleary Hill",53.29498472,-6.145189969
8220DB007516,7516,Baldoyle Roundabout,53.40207591,-6.171727025
8220DB001998,1998,"Liberties, Thomas Street (St. Catherine's Lane)",53.34313961,-6.280493772
8220DB000758,758,"Donnybrook, Donnybrook Fire Station",53.32268694,-6.23767738
8220DB000189,189,"Phibsborough, Broadstone",53.35716744,-6.273468816
8220DB000188,188,"Phibsborough, Phibsboro Road (NCR)",53.36012069,-6.272583149
8220DB000961,961,"Edenmore, Saint Monica's Youth Centre",53.39105683,-6.17645455
8220DB000960,960,"Edenmore, Tonlegee Road",53.39115762,-6.171879306
8220DB000215,215,"Whitehall, Collins Avenue West",53.38187229,-6.242449429
8220DB000759,759,"Donnybrook, Old Wesley Rugby Football Club",53.32034885,-6.233345517
8220DB000741,741,"Donaghmede, Millbrook Avenue",53.39190773,-6.167456571
8220DB001619,1619,"Grangegorman, Kings Inn",53.3529127,-6.273235199
